 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.6728,0.7877,0.58,0.5, BB 
1,0.2836,0.6712,0.72,0.62, BE 
1,0.2559,0.6238,0.66,0.59, BE 
1,0.6339,0.6379,0.66,0.64, S 
1,0.6257,0.6754,0.71,0.71, S 
1,0.6414,0.6379,0.72,0.7, S 
1,0.6161,0.6113,0.72,0.62, S 
1,0.6221,0.6108,0.69,0.59, S 
1,0.5755,0.6656,0.84,0.65, S 
2,0.5412,0.7039,0.7,0.68, S 
2,0.3555,0.6077,0.76,0.65, S 
2,0.4055,0.594,0.74,0.65, S 
2,0.4393,0.5838,0.7,0.68, S 
2,0.628,0.6067,0.71,0.66, S 
2,0.6106,0.6212,0.76,0.73, S 
2,0.5973,0.5928,0.76,0.63, FB 
3,0.5855,0.5758,0.72,0.62, NA 
3,0.3317,0.5754,0.82,0.61, S 
3,0.3719,0.6177,0.83,0.68, S 
3,0.394,0.6516,0.83,0.64, S 
3,0.5145,0.6469,0.86,0.62, S 
3,0.5039,0.6544,0.79,0.62, FB 
3,0.505,0.6337,0.78,0.64, FEx0.504y0.654d0.090 
3,0.4759,0.6317,0.8,0.62, FB 
3,0.4612,0.6269,0.8,0.57, FEx0.476y0.632d0.137 
3,0.4506,0.6223,0.76,0.62, S 
4,0.3516,0.5903,0.78,0.67, S 
4,0.363,0.6193,0.78,0.66, S 
4,0.3027,0.6017,0.67,0.66, S 
4,0.2623,0.5973,0.85,0.69, BE 
4,0.585,0.6035,0.79,0.63, S 
4,0.5814,0.5979,0.78,0.57, S 
5,0.5906,0.5915,0.78,0.62, S 
5,0.3197,0.5959,0.84,0.67, S 
5,0.3008,0.6409,0.59,0.59, S 
5,0.1501,0.5274,0.6,0.56, S 
5,0.2163,0.5227,0.75,0.62, S 
5,0.1226,0.5158,0.68,0.56, S 
5,0.1518,0.4965,0.64,0.57, S 
5,0.1794,0.5343,0.58,0.61, S 
5,0.2013,0.558,0.72,0.67, S 
6,0.2013,0.558,0.59,0.44, S 
6,0.2013,0.558,0.65,0.63, S 
6,0.556,0.5822,0.7,0.59, S 
6,0.4638,0.6419,0.72,0.59, S 
6,0.5941,0.5436,0.7,0.6, S 
6,0.5587,0.5935,0.76,0.61, S 
6,0.5531,0.6145,0.72,0.5, BB 
6,0.6762,0.5808,0.6,0.63, BE 
7,0.6369,0.594,0.63,0.68, S 
7,0.5972,0.6178,0.74,0.54, S 
7,0.364,0.5674,0.7,0.58, S 
7,0.4263,0.5758,0.72,0.54, S 
7,0.4561,0.5818,0.82,0.55, BE 
7,0.3859,0.6261,0.66,0.57, S 
7,0.5404,0.6,0.77,0.57, S 
7,0.5231,0.6166,0.75,0.62, S 
7,0.5462,0.6302,0.75,0.61, S 
8,0.4483,0.6111,0.74,0.54, S 
8,0.4077,0.5704,0.74,0.62, S 
8,0.4204,0.7023,0.85,0.52, S 
8,0.4625,0.6607,0.86,0.57, S 
8,0.4923,0.6538,0.75,0.57, BE 
9,0.5399,0.6278,0.75,0.62, S 
9,0.5385,0.6212,0.73,0.61, S 
9,0.5387,0.6162,0.67,0.75, BE 
9,0.6308,0.6138,0.7,0.69, S 
9,0.6066,0.6353,0.79,0.59, S 
9,0.487,0.5916,0.74,0.59, S 
