 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5929,0.3465,0.26,0.21, NA 
1,0.5929,0.3471,0.26,0.21, NA 
1,0.5923,0.3481,0.26,0.21, NA 
1,0.5921,0.3485,0.26,0.21, NA 
1,0.591,0.3493,0.26,0.2, NA 
1,0.5862,0.3521,0.26,0.2, NA 
1,0.5919,0.3555,0.27,0.17, NA 
1,0.5994,0.3544,0.27,0.17, NA 
1,0.6052,0.3554,0.27,0.17, NA 
1,0.6079,0.3558,0.27,0.17, NA 
1,0.6075,0.3584,0.3,0.19, NA 
1,0.608,0.361,0.3,0.2, NA 
1,0.6082,0.3619,0.3,0.2, NA 
1,0.6077,0.363,0.3,0.19, NA 
1,0.612,0.3564,0.35,0.19, FEx0.597y0.353d0.429 
1,0.6144,0.3541,0.35,0.19, FB 
1,0.6158,0.3512,0.35,0.19, NA 
1,0.6254,0.3448,0.28,0.27, NA 
1,0.6318,0.3435,0.27,0.26, NA 
1,0.6338,0.3427,0.28,0.28, NA 
1,0.6343,0.342,0.31,0.24, NA 
1,0.6346,0.3421,0.31,0.24, NA 
1,0.635,0.3411,0.31,0.25, NA 
1,0.6348,0.3415,0.31,0.24, NA 
1,0.6346,0.3423,0.31,0.24, NA 
1,0.6364,0.344,0.34,0.25, NA 
1,0.638,0.3456,0.34,0.25, NA 
1,0.5767,0.3678,0.38,0.21, FEx0.631y0.345d0.248 
1,0.491,0.3702,0.26,0.31, S 
1,0.4061,0.3914,0.35,0.34, S 
1,0.3804,0.3765,0.34,0.34, S 
1,0.3694,0.4005,0.42,0.33, S 
1,0.3757,0.3834,0.41,0.34, FB 
1,0.3718,0.4012,0.41,0.28, NA 
1,0.3788,0.3939,0.32,0.3, NA 
1,0.3814,0.3914,0.39,0.33, NA 
1,0.3811,0.3919,0.39,0.33, NA 
1,0.3805,0.3917,0.4,0.33, NA 
1,0.3798,0.3915,0.4,0.33, NA 
1,0.361,0.3926,0.42,0.35, FEx0.378y0.392d0.147 
1,0.3529,0.404,0.44,0.35, FB 
1,0.3538,0.4067,0.41,0.32, NA 
1,0.3544,0.402,0.41,0.34, NA 
1,0.3531,0.3948,0.37,0.33, NA 
1,0.353,0.3914,0.37,0.33, NA 
1,0.354,0.3901,0.37,0.33, NA 
1,0.3546,0.3887,0.38,0.33, NA 
1,0.3539,0.3892,0.38,0.33, NA 
1,0.3533,0.3892,0.38,0.33, NA 
1,0.353,0.3882,0.38,0.33, NA 
1,0.354,0.3883,0.36,0.35, NA 
2,0.3552,0.3874,0.37,0.35, NA 
2,0.3562,0.3876,0.37,0.34, NA 
2,0.3557,0.3887,0.37,0.34, NA 
2,0.3545,0.3886,0.38,0.35, NA 
2,0.3559,0.3894,0.37,0.4, NA 
2,0.3589,0.3908,0.35,0.4, NA 
2,0.3609,0.3911,0.36,0.4, NA 
2,0.3608,0.3916,0.36,0.4, NA 
2,0.3599,0.3933,0.36,0.4, NA 
2,0.3612,0.3926,0.31,0.4, NA 
2,0.3619,0.3913,0.32,0.4, NA 
2,0.3632,0.3905,0.31,0.4, NA 
2,0.3638,0.3892,0.32,0.4, NA 
2,0.3635,0.3913,0.31,0.4, NA 
2,0.3638,0.392,0.31,0.39, NA 
2,0.3645,0.3912,0.31,0.39, NA 
2,0.3644,0.3905,0.31,0.39, NA 
2,0.3619,0.3906,0.33,0.4, NA 
2,0.3606,0.3916,0.32,0.39, NA 
2,0.3618,0.3912,0.28,0.35, NA 
2,0.3627,0.3896,0.28,0.35, NA 
2,0.3628,0.3918,0.28,0.34, NA 
2,0.3627,0.3931,0.28,0.35, NA 
2,0.3641,0.3921,0.28,0.35, NA 
2,0.3661,0.3921,0.23,0.32, NA 
2,0.3674,0.3933,0.24,0.32, NA 
2,0.3794,0.388,0.32,0.34, FEx0.359y0.392d0.728 
2,0.3888,0.3818,0.32,0.34, FB 
2,0.393,0.3769,0.32,0.34, NA 
2,0.3948,0.3774,0.31,0.35, NA 
2,0.3958,0.3827,0.31,0.34, NA 
2,0.3962,0.3845,0.28,0.34, NA 
2,0.3965,0.3842,0.28,0.34, NA 
2,0.3967,0.3835,0.28,0.34, NA 
2,0.3969,0.3852,0.28,0.31, NA 
2,0.3971,0.3863,0.28,0.31, NA 
2,0.3975,0.3868,0.28,0.31, NA 
2,0.3979,0.3854,0.29,0.32, NA 
2,0.3983,0.3859,0.29,0.31, NA 
2,0.3987,0.3869,0.28,0.33, NA 
2,0.3993,0.3872,0.28,0.34, NA 
2,0.4001,0.3869,0.28,0.34, NA 
2,0.4007,0.3884,0.28,0.34, NA 
2,0.4005,0.3895,0.29,0.34, NA 
2,0.3958,0.3898,0.3,0.34, NA 
2,0.3922,0.392,0.3,0.34, NA 
2,0.3875,0.3912,0.31,0.34, NA 
2,0.3943,0.3896,0.33,0.29, NA 
2,0.4038,0.3886,0.33,0.29, NA 
2,0.4087,0.3868,0.32,0.32, NA 
3,0.4099,0.3854,0.33,0.32, NA 
3,0.4106,0.3834,0.33,0.32, NA 
3,0.4113,0.3827,0.33,0.32, NA 
3,0.4129,0.3821,0.32,0.32, NA 
3,0.4115,0.383,0.33,0.32, NA 
3,0.4077,0.3824,0.34,0.32, NA 
3,0.4163,0.3835,0.24,0.32, NA 
3,0.4262,0.3853,0.24,0.32, NA 
3,0.4319,0.3868,0.24,0.32, NA 
3,0.433,0.3894,0.24,0.29, NA 
3,0.4324,0.3913,0.24,0.29, NA 
3,0.4324,0.3913,0.24,0.29, NA 
3,0.4325,0.3939,0.24,0.29, NA 
3,0.4333,0.3952,0.24,0.29, NA 
3,0.4343,0.3945,0.21,0.29, NA 
3,0.4355,0.3935,0.21,0.29, NA 
3,0.4358,0.3924,0.21,0.29, NA 
3,0.4376,0.3912,0.21,0.29, NA 
3,0.4383,0.3901,0.21,0.29, NA 
3,0.4393,0.3901,0.2,0.29, NA 
3,0.4401,0.39,0.2,0.29, NA 
3,0.4369,0.3935,0.28,0.29, NA 
3,0.4339,0.3982,0.28,0.29, NA 
3,0.4339,0.3996,0.28,0.29, NA 
3,0.4341,0.4015,0.28,0.29, NA 
3,0.434,0.4008,0.28,0.29, NA 
3,0.4338,0.4016,0.28,0.29, NA 
3,0.4337,0.4025,0.28,0.29, NA 
3,0.4319,0.4033,0.29,0.29, NA 
3,0.4376,0.3973,0.21,0.29, NA 
3,0.442,0.3915,0.21,0.29, NA 
3,0.4448,0.3898,0.21,0.29, NA 
3,0.4453,0.3868,0.21,0.29, NA 
3,0.4446,0.3819,0.21,0.27, NA 
3,0.4443,0.3799,0.21,0.27, NA 
3,0.4435,0.3793,0.21,0.27, NA 
3,0.4435,0.3781,0.21,0.27, NA 
3,0.4428,0.3776,0.21,0.27, NA 
3,0.4425,0.3783,0.21,0.27, NA 
3,0.443,0.3783,0.21,0.27, NA 
3,0.4427,0.3784,0.21,0.27, NA 
3,0.4428,0.378,0.21,0.27, NA 
3,0.4431,0.3769,0.21,0.27, NA 
3,0.4424,0.3761,0.21,0.27, NA 
3,0.4434,0.377,0.2,0.24, NA 
3,0.4435,0.38,0.2,0.24, NA 
3,0.4452,0.3826,0.2,0.24, NA 
3,0.446,0.3849,0.2,0.24, NA 
3,0.4457,0.3853,0.21,0.24, NA 
3,0.4461,0.3841,0.17,0.24, NA 
4,0.447,0.3841,0.17,0.24, NA 
4,0.4461,0.3835,0.17,0.24, NA 
4,0.4437,0.3866,0.17,0.24, NA 
4,0.4463,0.3891,0.16,0.24, NA 
4,0.4482,0.3881,0.17,0.24, NA 
4,0.4494,0.3884,0.17,0.24, NA 
4,0.4495,0.3892,0.16,0.24, NA 
4,0.4512,0.3898,0.16,0.24, NA 
4,0.4522,0.3903,0.16,0.24, NA 
4,0.453,0.3894,0.21,0.24, NA 
4,0.454,0.3895,0.21,0.24, NA 
4,0.4558,0.3888,0.2,0.24, NA 
4,0.4556,0.3883,0.21,0.24, NA 
4,0.4502,0.3869,0.22,0.24, NA 
4,0.4457,0.3868,0.21,0.24, NA 
4,0.4529,0.3895,0.2,0.24, NA 
4,0.46,0.3928,0.2,0.24, NA 
4,0.4638,0.3936,0.21,0.24, NA 
4,0.4677,0.3931,0.2,0.24, NA 
4,0.4704,0.3911,0.2,0.27, NA 
4,0.4712,0.3911,0.2,0.27, NA 
4,0.4722,0.3902,0.2,0.27, NA 
4,0.472,0.3872,0.21,0.27, NA 
4,0.4719,0.3853,0.2,0.27, NA 
4,0.4739,0.3857,0.2,0.24, NA 
4,0.4705,0.3821,0.13,0.22, NA 
4,0.4689,0.3757,0.13,0.22, NA 
4,0.4664,0.3713,0.13,0.22, NA 
4,0.4653,0.3697,0.17,0.22, NA 
4,0.4644,0.3681,0.17,0.22, NA 
4,0.463,0.3677,0.17,0.22, NA 
4,0.4631,0.3676,0.17,0.22, NA 
4,0.4629,0.3681,0.17,0.22, NA 
4,0.4575,0.3655,0.18,0.22, FEx0.435y0.386d2.111 
4,0.475,0.3712,0.1,0.25, S 
4,0.4904,0.3788,0.1,0.25, FB 
4,0.4978,0.3875,0.1,0.25, NA 
4,0.4985,0.3869,0.14,0.25, NA 
4,0.4959,0.3862,0.14,0.25, NA 
4,0.4961,0.3858,0.14,0.22, NA 
4,0.4978,0.3851,0.13,0.22, NA 
4,0.4997,0.3845,0.13,0.23, NA 
4,0.5007,0.3833,0.14,0.22, NA 
4,0.5017,0.3837,0.14,0.22, NA 
4,0.5021,0.3848,0.13,0.23, NA 
4,0.5028,0.3856,0.13,0.22, NA 
4,0.5019,0.3895,0.13,0.22, NA 
4,0.5065,0.3856,0.14,0.25, NA 
4,0.5091,0.3842,0.14,0.25, NA 
4,0.5102,0.3805,0.14,0.25, NA 
5,0.5129,0.3799,0.14,0.25, NA 
5,0.5134,0.3802,0.14,0.25, NA 
5,0.5147,0.3804,0.14,0.25, NA 
5,0.5158,0.3816,0.14,0.25, NA 
5,0.5149,0.3795,0.17,0.3, NA 
5,0.5174,0.3837,0.21,0.25, NA 
5,0.5186,0.383,0.21,0.25, NA 
5,0.5175,0.3838,0.21,0.25, NA 
5,0.5154,0.384,0.21,0.25, NA 
5,0.5182,0.379,0.21,0.26, NA 
5,0.5202,0.3746,0.21,0.26, NA 
5,0.5216,0.3746,0.21,0.25, NA 
5,0.5231,0.3739,0.21,0.26, NA 
5,0.5235,0.3726,0.21,0.25, NA 
5,0.5231,0.3732,0.21,0.25, NA 
5,0.5232,0.3725,0.21,0.26, NA 
5,0.524,0.3719,0.21,0.25, NA 
5,0.5255,0.3726,0.21,0.26, NA 
5,0.5182,0.3714,0.21,0.26, NA 
5,0.5147,0.3711,0.21,0.25, NA 
5,0.5227,0.3734,0.18,0.25, NA 
5,0.5291,0.3788,0.17,0.25, NA 
5,0.5309,0.3832,0.18,0.25, NA 
5,0.5323,0.3859,0.17,0.25, NA 
5,0.5343,0.3866,0.18,0.25, NA 
5,0.5355,0.3865,0.18,0.25, NA 
5,0.5359,0.3864,0.17,0.25, NA 
5,0.5275,0.3853,0.19,0.24, FEx0.514y0.381d0.832 
5,0.5005,0.3867,0.18,0.23, S 
5,0.5341,0.3872,0.21,0.23, FB 
5,0.5653,0.3872,0.21,0.23, NA 
5,0.5827,0.3816,0.22,0.23, NA 
5,0.5914,0.377,0.22,0.23, NA 
5,0.5958,0.3773,0.25,0.23, NA 
5,0.5972,0.3771,0.25,0.23, NA 
5,0.5977,0.3767,0.25,0.23, NA 
5,0.5974,0.3765,0.25,0.23, NA 
5,0.5963,0.3778,0.24,0.23, NA 
5,0.5958,0.3781,0.25,0.23, NA 
5,0.5953,0.3792,0.21,0.23, NA 
5,0.5941,0.3801,0.21,0.23, NA 
5,0.5925,0.3808,0.21,0.22, NA 
5,0.5916,0.3802,0.21,0.23, NA 
5,0.5916,0.3806,0.22,0.23, NA 
5,0.5895,0.3787,0.22,0.22, NA 
5,0.5897,0.3786,0.22,0.23, NA 
5,0.5889,0.3813,0.21,0.23, NA 
5,0.5869,0.3813,0.21,0.23, NA 
5,0.5856,0.3817,0.21,0.22, NA 
5,0.5839,0.3804,0.21,0.22, NA 
5,0.5827,0.3784,0.21,0.22, NA 
6,0.5807,0.3768,0.21,0.22, NA 
6,0.5794,0.3764,0.21,0.22, NA 
6,0.5786,0.3746,0.22,0.22, NA 
6,0.5743,0.3744,0.22,0.22, NA 
6,0.6023,0.3777,0.26,0.25, FEx0.586y0.379d0.514 
6,0.6197,0.3797,0.26,0.25, FB 
6,0.6185,0.3769,0.26,0.24, NA 
6,0.6143,0.3743,0.26,0.25, NA 
6,0.6193,0.3643,0.26,0.25, NA 
6,0.6234,0.3598,0.26,0.24, NA 
6,0.6241,0.3605,0.26,0.24, NA 
6,0.6232,0.3615,0.26,0.24, NA 
6,0.6222,0.3618,0.26,0.25, NA 
6,0.62,0.3631,0.26,0.24, NA 
6,0.6192,0.364,0.26,0.24, NA 
6,0.619,0.3655,0.26,0.24, NA 
