 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.1959,0.3206,0.33,0.22, NA 
1,0.3738,0.4119,0.46,0.38, S 
1,0.3961,0.5037,0.48,0.46, S 
1,0.4316,0.5725,0.52,0.45, S 
1,0.4768,0.639,0.46,0.5, S 
1,0.4756,0.5168,0.51,0.54, S 
1,0.5035,0.5478,0.5,0.46, S 
2,0.5266,0.5513,0.4,0.54, S 
2,0.5573,0.5593,0.43,0.49, S 
2,0.5472,0.5677,0.42,0.5, S 
2,0.5415,0.5799,0.45,0.5, S 
2,0.5773,0.6045,0.47,0.51, S 
2,0.5926,0.5432,0.5,0.55, S 
2,0.6163,0.4766,0.47,0.52, S 
2,0.5866,0.3992,0.43,0.52, S 
3,0.5707,0.3266,0.39,0.47, S 
3,0.6459,0.0103,0.41,0.48, S 
3,0.6397,-0.0347,0.43,0.52, S 
3,0.5319,0.6262,0.37,0.43, S 
3,0.5413,0.5504,0.38,0.43, S 
3,0.5457,0.5403,0.39,0.43, S 
3,0.5469,0.5259,0.4,0.45, FB 
4,0.5744,0.5072,0.46,0.47, FEx0.547y0.526d0.100 
4,0.5638,0.5265,0.47,0.56, S 
4,0.5302,0.4779,0.47,0.5, S 
4,0.5279,0.4657,0.45,0.5, FB 
4,0.5223,0.4806,0.44,0.51, NA 
4,0.5578,0.4895,0.46,0.58, FEx0.525y0.473d0.216 
4,0.5908,0.5089,0.45,0.57, FB 
4,0.575,0.4627,0.46,0.56, FEx0.591y0.509d0.103 
4,0.5623,0.4497,0.48,0.53, S 
4,0.5395,0.4354,0.45,0.53, S 
5,0.5529,0.4584,0.45,0.52, S 
5,0.555,0.4903,0.5,0.56, S 
5,0.569,0.4858,0.52,0.57, S 
5,0.5618,0.5832,0.48,0.58, S 
5,0.5638,0.5446,0.49,0.59, S 
5,0.5514,0.5223,0.45,0.53, S 
5,0.5478,0.549,0.49,0.58, S 
5,0.5477,0.5814,0.46,0.54, S 
5,0.4586,0.5662,0.49,0.53, S 
5,0.488,0.6099,0.48,0.52, S 
6,0.5006,0.6287,0.48,0.58, S 
6,0.5122,0.6432,0.46,0.56, S 
6,0.5235,0.6598,0.45,0.44, S 
6,0.4951,0.4635,0.46,0.5, S 
6,0.5206,0.4604,0.47,0.5, FB 
6,0.5015,0.5028,0.47,0.5, FEx0.521y0.460d0.109 
6,0.4907,0.5297,0.52,0.42, S 
7,0.5837,0.8559,0.52,0.68, S 
7,0.6251,0.8298,0.37,0.28, S 
7,0.9198,0.6628,0.37,0.31, S 
7,0.8846,0.6067,0.38,0.3, S 
7,0.8694,0.5585,0.28,0.35, S 
7,0.2715,0.1395,0.36,0.44, S 
7,0.2185,0.0541,0.38,0.42, S 
7,0.503,0.5304,0.34,0.41, S 
8,0.5451,0.5393,0.37,0.44, S 
8,0.5473,0.5469,0.4,0.44, FB 
8,0.5341,0.4986,0.41,0.46, NA 
8,0.5574,0.5487,0.45,0.5, FEx0.541y0.523d0.217 
8,0.552,0.532,0.48,0.51, S 
8,0.5553,0.5245,0.48,0.51, FB 
8,0.5523,0.5211,0.5,0.54, NA 
8,0.5427,0.5208,0.5,0.54, NA 
8,0.5321,0.5148,0.5,0.54, NA 
8,0.5448,0.5162,0.49,0.57, NA 
8,0.5629,0.498,0.46,0.56, FEx0.545y0.519d0.428 
9,0.5157,0.4447,0.48,0.5, S 
9,0.491,0.4606,0.48,0.51, S 
9,0.5007,0.479,0.46,0.54, FB 
9,0.5005,0.4745,0.47,0.54, NA 
9,0.5136,0.4678,0.47,0.55, NA 
