 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.4784,0.4913,0.41,0.44, NA 
1,0.4841,0.51,0.41,0.44, FEx0.474y0.482d0.183 
1,0.4018,0.5011,0.42,0.42, S 
1,0.3985,0.4477,0.43,0.45, S 
1,0.4067,0.4727,0.43,0.45, S 
1,0.4318,0.4701,0.42,0.44, S 
1,0.4343,0.5099,0.42,0.44, S 
1,0.4547,0.5563,0.4,0.45, S 
1,0.465,0.5473,0.41,0.47, S 
1,0.5472,0.6043,0.43,0.51, S 
2,0.5039,0.5287,0.42,0.47, S 
2,0.5158,0.55,0.42,0.48, S 
2,0.492,0.5842,0.42,0.45, S 
2,0.4827,0.6349,0.43,0.46, S 
2,0.5054,0.6279,0.43,0.49, S 
2,0.5305,0.6222,0.45,0.5, S 
2,0.5142,0.6329,0.46,0.5, S 
2,0.4859,0.6676,0.48,0.48, S 
2,0.409,0.6286,0.48,0.46, S 
2,0.2729,0.5462,0.4,0.46, S 
3,0.253,0.54,0.37,0.44, S 
3,0.2781,0.5648,0.39,0.47, S 
3,0.338,0.576,0.4,0.47, S 
3,0.3611,0.5831,0.43,0.46, S 
3,0.3635,0.5563,0.43,0.48, S 
3,0.4034,0.6245,0.45,0.5, S 
3,0.5145,0.6006,0.42,0.49, S 
3,0.633,0.5972,0.4,0.56, S 
4,0.6067,0.6029,0.42,0.55, S 
4,0.5539,0.591,0.43,0.49, S 
4,0.4977,0.6205,0.42,0.47, S 
4,0.4891,0.6156,0.43,0.47, FB 
4,0.4498,0.5768,0.47,0.49, FEx0.489y0.616d0.086 
4,0.4563,0.6081,0.48,0.48, S 
4,0.4049,0.5935,0.47,0.49, S 
4,0.4011,0.5573,0.47,0.49, FB 
4,0.4047,0.5256,0.46,0.47, FEx0.401y0.557d0.101 
4,0.4524,0.4339,0.43,0.47, S 
5,0.5525,0.2974,0.43,0.51, S 
5,0.5921,0.3088,0.42,0.58, S 
5,0.6339,0.3258,0.39,0.56, S 
5,0.6124,0.3006,0.42,0.53, S 
5,0.6073,0.2802,0.43,0.53, S 
5,0.5766,0.2992,0.41,0.51, S 
5,0.5866,0.304,0.43,0.55, S 
5,0.5995,0.3129,0.42,0.54, S 
5,0.6099,0.4354,0.47,0.53, S 
5,0.5774,0.4981,0.44,0.52, S 
6,0.5369,0.5063,0.49,0.48, S 
6,0.5088,0.4972,0.46,0.49, S 
6,0.5236,0.5315,0.48,0.47, S 
6,0.4248,0.5674,0.45,0.38, S 
6,0.4215,0.5352,0.47,0.41, S 
6,0.4792,0.5261,0.44,0.31, S 
6,0.5303,0.5499,0.46,0.36, S 
6,0.5117,0.5363,0.46,0.49, S 
6,0.4728,0.5528,0.45,0.49, S 
7,0.3803,0.6173,0.49,0.47, S 
7,0.395,0.6727,0.48,0.52, S 
7,0.4195,0.5988,0.46,0.48, S 
7,0.4306,0.6189,0.44,0.45, S 
7,0.4638,0.6462,0.46,0.5, S 
7,0.5113,0.6933,0.47,0.6, S 
7,0.5459,0.6258,0.44,0.49, S 
7,0.5363,0.5456,0.42,0.46, S 
8,0.5179,0.5265,0.44,0.47, S 
8,0.5215,0.5617,0.43,0.49, FB 
8,0.5241,0.5502,0.45,0.49, FEx0.521y0.562d0.098 
8,0.5226,0.5948,0.45,0.49, FB 
8,0.5125,0.6008,0.44,0.49, FEx0.523y0.595d0.101 
8,0.5049,0.5921,0.44,0.48, S 
8,0.4974,0.5892,0.38,0.54, S 
8,0.6056,0.1086,0.38,0.51, S 
8,0.5748,0.202,0.4,0.52, S 
9,0.5604,0.297,0.36,0.43, S 
9,0.5464,0.3751,0.38,0.48, S 
9,0.4982,0.6336,0.33,0.4, S 
9,0.5064,0.5979,0.34,0.4, S 
9,0.5174,0.5854,0.37,0.4, S 
9,0.5309,0.5831,0.37,0.42, S 
9,0.5397,0.5855,0.42,0.45, S 
9,0.5358,0.5835,0.41,0.44, S 
9,0.5327,0.5435,0.43,0.43, S 
