 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5918,0.4505,0.38,0.39, S 
1,0.6027,0.4365,0.47,0.4, S 
1,0.6202,0.4284,0.44,0.37, BB 
1,0.2539,0.3718,0.43,0.35, BE 
1,0.2885,0.3607,0.41,0.38, BB 
1,0.3025,0.3386,0.43,0.34, BE 
1,0.2386,0.4227,0.56,0.36, BB 
1,0.0,0.0,0.0,0.0, NA 
2,0.2581,0.4196,0.61,0.51, BE 
2,0.6111,0.4201,0.59,0.47, S 
2,0.6128,0.4482,0.53,0.45, S 
2,0.636,0.4488,0.62,0.41, S 
2,0.4367,0.4718,0.58,0.41, S 
3,0.4045,0.4783,0.61,0.44, BE 
3,0.4038,0.5826,0.57,0.46, S 
3,0.5181,0.5278,0.6,0.46, S 
3,0.5128,0.5351,0.61,0.51, S 
3,0.5051,0.5556,0.56,0.5, FB 
3,0.515,0.5506,0.69,0.5, FEx0.505y0.556d0.110 
3,0.5221,0.5508,0.59,0.52, BE 
4,0.4086,0.585,0.55,0.52, S 
4,0.424,0.5436,0.58,0.41, S 
4,0.4561,0.5316,0.57,0.46, S 
4,0.4832,0.5174,0.54,0.44, S 
4,0.3026,0.5493,0.53,0.47, S 
4,0.2645,0.5435,0.57,0.43, FB 
4,0.409,0.587,0.66,0.5, FEx0.265y0.544d0.110 
4,0.426,0.5783,0.57,0.52, S 
4,0.4268,0.5886,0.55,0.51, FB 
5,0.4288,0.5842,0.56,0.44, NA 
5,0.4332,0.5832,0.49,0.47, FEx0.428y0.586d0.224 
5,0.2367,0.4811,0.51,0.42, S 
5,0.2757,0.4878,0.65,0.49, S 
5,0.3016,0.4819,0.57,0.45, S 
5,0.5413,0.5909,0.66,0.55, S 
5,0.5463,0.6167,0.63,0.56, S 
5,0.5581,0.6049,0.63,0.54, FB 
5,0.5969,0.5505,0.58,0.49, FEx0.558y0.605d0.102 
5,0.5799,0.5944,0.62,0.5, S 
6,0.467,0.5722,0.57,0.48, S 
6,0.5021,0.5702,0.6,0.53, S 
6,0.506,0.5661,0.54,0.51, BE 
6,0.5817,0.574,0.63,0.52, S 
6,0.5728,0.5923,0.66,0.47, S 
7,0.5728,0.5923,0.69,0.45, S 
7,0.217,0.5047,0.61,0.49, S 
7,0.2684,0.5102,0.58,0.45, S 
7,0.2896,0.5085,0.72,0.5, S 
7,0.5463,0.5584,0.64,0.57, S 
7,0.545,0.5723,0.66,0.56, S 
7,0.5509,0.4826,0.7,0.53, S 
7,0.5394,0.4542,0.68,0.5, S 
7,0.5321,0.4749,0.67,0.53, FB 
8,0.6655,0.4297,0.56,0.58, FEx0.532y0.475d0.094 
8,0.6702,0.4079,0.54,0.56, S 
8,0.6879,0.4581,0.57,0.59, S 
8,0.7087,0.4884,0.72,0.54, S 
8,0.424,0.5749,0.69,0.53, S 
8,0.5137,0.5388,0.66,0.56, S 
8,0.5363,0.5612,0.63,0.54, S 
9,0.5318,0.4925,0.7,0.58, S 
9,0.5373,0.4451,0.7,0.55, BE 
9,0.6144,0.5069,0.6,0.59, S 
9,0.5782,0.5627,0.7,0.57, S 
9,0.5083,0.6012,0.66,0.55, S 
9,0.572,0.5374,0.74,0.54, S 
9,0.6322,0.4973,0.64,0.55, S 
9,0.6147,0.5316,0.63,0.54, S 
