 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.653,0.6861,0.38,0.61, S 
1,0.573,0.5786,0.42,0.48, S 
1,0.5331,0.5854,0.44,0.52, S 
1,0.5272,0.5838,0.43,0.49, FB 
1,0.4741,0.6971,0.47,0.41, FEx0.527y0.584d0.128 
1,0.4774,0.6838,0.46,0.43, S 
1,0.5011,0.6287,0.43,0.52, S 
1,0.4839,0.4358,0.41,0.5, S 
1,0.4806,0.4676,0.42,0.5, S 
2,0.4764,0.5098,0.43,0.55, S 
2,0.472,0.5361,0.52,0.54, S 
2,0.4793,0.7021,0.48,0.46, S 
2,0.4465,1.0453,0.4,0.48, BE 
2,0.4953,0.543,0.44,0.51, S 
2,0.4856,0.4886,0.46,0.51, S 
3,0.4805,0.5387,0.45,0.53, S 
3,0.4724,0.4488,0.48,0.56, S 
3,0.4817,0.4295,0.44,0.59, S 
3,0.4804,0.4038,0.45,0.59, S 
3,0.4903,0.5573,0.49,0.56, S 
3,0.4796,0.5506,0.49,0.53, S 
3,0.518,0.7335,0.59,0.62, S 
3,0.5056,0.7454,0.52,0.53, S 
3,0.5081,0.7159,0.47,0.57, S 
4,0.4642,0.6137,0.45,0.54, S 
4,0.4382,0.4183,0.38,0.51, S 
4,0.4259,0.5638,0.45,0.56, S 
4,0.4391,0.6231,0.47,0.61, S 
4,0.4444,0.6833,0.57,0.55, S 
4,0.5271,0.9676,0.46,0.53, S 
4,0.4961,0.9855,0.54,0.52, S 
4,0.5078,0.9372,0.49,0.59, S 
5,0.5375,1.1824,0.41,0.45, S 
5,0.4954,0.539,0.4,0.46, S 
5,0.5152,0.5266,0.44,0.53, S 
5,0.5149,0.4761,0.44,0.51, S 
5,0.4875,0.3916,0.42,0.55, S 
5,0.4797,0.5849,0.47,0.59, S 
5,0.4955,0.6062,0.44,0.53, S 
6,0.481,0.5761,0.43,0.52, FB 
6,0.4958,0.6058,0.45,0.52, NA 
6,0.5074,0.6118,0.46,0.5, NA 
6,0.4696,0.766,0.54,0.53, FEx0.494y0.597d0.337 
6,0.4673,0.7684,0.5,0.55, S 
6,0.4613,0.6985,0.49,0.55, S 
6,0.3876,0.4987,0.38,0.51, S 
6,0.3553,0.4143,0.44,0.5, S 
7,0.3167,0.3102,0.52,0.58, BE 
7,0.6014,0.7236,0.43,0.53, S 
7,0.5502,0.6991,0.46,0.58, S 
7,0.5255,0.7146,0.47,0.58, S 
7,0.5181,0.7468,0.5,0.58, S 
7,0.5176,0.5579,0.47,0.58, S 
7,0.4775,0.486,0.41,0.51, S 
8,0.4648,0.4619,0.41,0.53, S 
8,0.4611,0.4146,0.42,0.52, S 
8,0.4621,0.4809,0.43,0.51, S 
8,0.4773,0.5828,0.47,0.56, S 
8,0.4836,0.5877,0.46,0.55, FB 
8,0.4851,0.5925,0.45,0.55, NA 
8,0.4841,0.5904,0.45,0.53, NA 
8,0.4906,0.5841,0.43,0.54, NA 
8,0.4767,0.6915,0.51,0.52, FEx0.486y0.589d0.428 
8,0.4824,0.7106,0.51,0.49, S 
9,0.4608,0.6673,0.49,0.5, S 
9,0.4454,0.6449,0.32,0.5, S 
9,0.4507,0.415,0.39,0.47, S 
9,0.4307,0.3136,0.37,0.49, S 
9,0.4196,0.226,0.55,0.47, S 
9,0.5401,0.9985,0.54,0.65, S 
