 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5398,0.5803,0.41,0.35, NA 
1,0.5406,0.583,0.3,0.35, NA 
1,0.5399,0.5894,0.3,0.35, NA 
1,0.5356,0.5952,0.3,0.35, NA 
1,0.5329,0.6015,0.3,0.35, NA 
1,0.5318,0.607,0.3,0.35, NA 
1,0.5441,0.5842,0.31,0.33, FEx0.532y0.605d0.674 
1,0.5518,0.5716,0.31,0.33, FB 
1,0.5593,0.5767,0.26,0.29, NA 
1,0.5694,0.5797,0.26,0.29, NA 
1,0.5801,0.6009,0.12,0.32, NA 
1,0.5868,0.6099,0.11,0.33, NA 
1,0.5889,0.617,0.11,0.33, NA 
1,0.5926,0.6201,0.12,0.32, NA 
2,0.5971,0.6174,0.11,0.32, NA 
2,0.5999,0.6137,0.12,0.32, NA 
2,0.6348,0.6005,0.16,0.33, FEx0.580y0.601d0.702 
2,0.6314,0.5907,0.21,0.28, FB 
2,0.6335,0.5784,0.17,0.28, NA 
2,0.6347,0.5914,0.16,0.28, NA 
2,0.621,0.5855,0.21,0.29, NA 
2,0.6015,0.5948,0.2,0.27, FEx0.630y0.587d0.318 
2,0.607,0.5958,0.16,0.42, FB 
2,0.624,0.5889,0.16,0.42, NA 
2,0.5098,0.6103,0.37,0.36, FEx0.616y0.592d0.131 
2,0.3933,0.7084,0.49,0.23, S 
3,0.3868,0.7077,0.6,0.22, FB 
3,0.3239,0.7043,0.56,0.28, FEx0.387y0.708d0.084 
3,0.3217,0.7091,0.62,0.27, FB 
3,0.3219,0.6967,0.63,0.27, NA 
3,0.323,0.6858,0.63,0.27, NA 
3,0.3286,0.6907,0.67,0.32, NA 
3,0.3557,0.6841,0.67,0.27, FEx0.324y0.696d0.284 
3,0.3842,0.6627,0.45,0.27, FB 
3,0.3933,0.6625,0.5,0.26, NA 
3,0.4193,0.6611,0.56,0.27, FEx0.389y0.663d0.148 
3,0.4316,0.6524,0.57,0.27, FB 
3,0.4303,0.6352,0.57,0.32, NA 
3,0.439,0.6368,0.56,0.27, NA 
