 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.7886,0.4298,0.11,0.0, S 
1,0.1642,0.4316,0.11,0.0, S 
1,0.197,0.4321,0.12,0.0, S 
1,0.1971,0.4415,0.13,0.0, S 
1,0.2603,0.411,0.18,0.0, S 
1,0.949,0.4609,0.17,0.0, S 
1,0.8426,0.3596,0.14,0.0, S 
1,0.8187,0.3297,0.14,0.0, S 
1,0.7747,0.3017,0.15,0.0, S 
1,0.7533,0.2678,0.17,0.0, S 
1,0.7265,0.2347,0.19,0.0, S 
1,0.3699,0.2962,0.2,0.0, S 
1,0.4116,0.328,0.18,0.0, S 
1,0.4231,0.3349,0.17,0.0, FB 
2,0.4261,0.3711,0.18,0.0, FEx0.423y0.335d0.043 
2,0.4711,0.355,0.19,0.0, S 
2,0.5917,0.3755,0.17,0.0, S 
2,0.6186,0.3982,0.17,0.0, S 
2,0.6362,0.4246,0.17,0.0, S 
2,0.6615,0.4495,0.21,0.0, S 
2,0.3445,0.4107,0.21,0.0, S 
2,0.3871,0.4356,0.19,0.0, S 
2,0.3908,0.4085,0.18,0.0, S 
2,0.4124,0.451,0.2,0.0, S 
2,0.4091,0.4809,0.2,0.0, FB 
2,0.4364,0.4813,0.19,0.0, FEx0.409y0.481d0.050 
2,0.4439,0.5045,0.19,0.0, S 
2,0.4729,0.5158,0.19,0.0, S 
2,0.4032,0.5783,0.21,0.0, S 
2,0.4082,0.5733,0.2,0.0, S 
2,0.4058,0.5635,0.21,0.0, FB 
2,0.4408,0.5458,0.21,0.0, FEx0.406y0.563d0.050 
2,0.427,0.5065,0.23,0.0, S 
2,0.4234,0.4739,0.14,0.0, S 
3,0.2299,0.5149,0.18,0.0, S 
3,0.2228,0.5534,0.2,0.0, S 
3,0.2263,0.5923,0.17,0.0, S 
3,0.6995,0.6302,0.18,0.0, S 
3,0.685,0.6921,0.17,0.0, S 
3,0.6485,0.7252,0.16,0.0, S 
3,0.6723,0.6633,0.16,0.0, S 
3,0.6683,0.5789,0.17,0.0, S 
3,0.6683,0.5076,0.18,0.0, S 
3,0.6683,0.5076,0.16,0.0, S 
3,0.1584,0.3288,0.17,0.0, S 
3,0.2787,0.366,0.17,0.0, S 
3,0.3296,0.3852,0.21,0.0, S 
3,0.2893,0.4361,0.17,0.0, S 
3,0.27,0.4408,0.19,0.0, S 
3,0.2522,0.4556,0.17,0.0, S 
3,0.7788,0.3556,0.13,0.0, S 
3,0.8799,0.3865,0.14,0.0, S 
3,0.8084,0.4308,0.15,0.0, S 
3,0.7703,0.4367,0.15,0.0, S 
3,0.6177,0.3998,0.13,0.0, BB 
6,0.4464,0.4582,0.23,0.0, S 
6,0.5289,0.3564,0.15,0.0, S 
6,0.5138,0.3754,0.15,0.0, FB 
6,0.5259,0.3889,0.16,0.0, FEx0.514y0.375d0.051 
6,0.5585,0.4,0.16,0.0, S 
6,0.557,0.3934,0.15,0.0, FB 
6,0.5632,0.3911,0.16,0.0, FEx0.557y0.393d0.050 
6,0.3029,0.334,0.18,0.0, S 
6,0.3169,0.3119,0.17,0.0, S 
6,0.3335,0.3044,0.17,0.0, FB 
6,0.3283,0.307,0.17,0.0, NA 
6,0.3544,0.3554,0.16,0.0, FEx0.331y0.306d0.101 
6,0.3632,0.3487,0.18,0.0, S 
6,0.5182,0.4958,0.17,0.0, S 
6,0.5156,0.4891,0.17,0.0, S 
6,0.5028,0.5292,0.16,0.0, S 
6,0.4982,0.5435,0.17,0.0, S 
7,0.5866,0.5219,0.17,0.0, S 
7,0.5409,0.5125,0.18,0.0, S 
7,0.5323,0.5396,0.18,0.0, S 
7,0.5336,0.5483,0.18,0.0, S 
7,0.5317,0.5593,0.13,0.0, S 
7,0.1618,0.509,0.14,0.0, S 
7,0.1688,0.5144,0.14,0.0, S 
7,0.1903,0.4936,0.15,0.0, S 
7,0.2144,0.5215,0.16,0.0, S 
7,0.2586,0.5504,0.17,0.0, S 
7,0.2961,0.5181,0.18,0.0, FB 
7,0.3268,0.5015,0.17,0.0, FEx0.296y0.518d0.046 
7,0.3992,0.4659,0.17,0.0, S 
7,0.3826,0.4382,0.17,0.0, S 
7,0.3897,0.4334,0.17,0.0, FB 
7,0.3964,0.4541,0.17,0.0, NA 
7,0.4202,0.4605,0.17,0.0, FEx0.393y0.444d0.082 
7,0.4057,0.3358,0.17,0.0, S 
7,0.3981,0.3371,0.17,0.0, S 
7,0.4146,0.3535,0.17,0.0, S 
8,0.4025,0.3727,0.15,0.0, S 
8,0.4223,0.3497,0.16,0.0, FB 
8,0.423,0.3789,0.16,0.0, FEx0.422y0.350d0.038 
8,0.4239,0.3675,0.15,0.0, S 
8,0.4256,0.3639,0.15,0.0, S 
8,0.7072,0.6218,0.15,0.0, S 
8,0.6712,0.5291,0.14,0.0, S 
8,0.6499,0.5067,0.14,0.0, S 
8,0.6352,0.5464,0.15,0.0, S 
8,0.6239,0.6266,0.12,0.0, S 
8,0.6114,0.691,0.11,0.0, BE 
8,0.6114,0.691,0.13,0.0, S 
8,0.2007,0.609,0.12,0.0, S 
8,0.1396,0.6151,0.19,0.0, BE 
9,0.1396,0.6151,0.17,0.0, BB 
9,0.1396,0.6151,0.16,0.0, BE 
9,0.1396,0.6151,0.16,0.0, BB 
9,0.5486,0.5428,0.18,0.0, BE 
9,0.4983,0.5248,0.18,0.0, S 
9,0.491,0.511,0.18,0.0, FB 
9,0.4885,0.5214,0.18,0.0, NA 
9,0.498,0.541,0.18,0.0, NA 
9,0.4762,0.5415,0.18,0.0, FEx0.493y0.525d0.133 
9,0.4876,0.5493,0.17,0.0, S 
9,0.4921,0.5562,0.13,0.0, BB 
9,0.1549,0.4079,0.13,0.0, NA 
9,0.0887,0.3829,0.1,0.0, BE 
