 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5736,0.4852,0.47,0.34, FB 
1,0.6025,0.4828,0.48,0.41, FEx0.574y0.485d0.171 
1,0.6176,0.4818,0.5,0.38, FB 
1,0.6344,0.4772,0.49,0.37, FEx0.618y0.482d0.200 
1,0.6481,0.4773,0.46,0.43, FB 
1,0.6613,0.4835,0.43,0.44, NA 
1,0.6676,0.4901,0.43,0.43, NA 
2,0.6643,0.4841,0.47,0.41, NA 
2,0.6565,0.4793,0.46,0.4, NA 
2,0.6493,0.474,0.47,0.39, NA 
2,0.6443,0.4708,0.46,0.39, NA 
2,0.642,0.4701,0.69,0.47, FEx0.656y0.480d0.878 
2,0.4157,0.4952,0.73,0.4, S 
2,0.4269,0.4994,0.73,0.5, S 
3,0.4378,0.492,0.64,0.4, S 
3,0.45,0.4965,0.6,0.48, S 
3,0.4396,0.4914,0.63,0.52, FB 
3,0.4564,0.4735,0.57,0.45, FEx0.440y0.491d0.214 
3,0.4704,0.4707,0.61,0.48, S 
4,0.4795,0.4835,0.6,0.38, FB 
4,0.4794,0.4841,0.54,0.41, FEx0.480y0.483d0.201 
4,0.4832,0.4745,0.43,0.42, S 
4,0.4957,0.4576,0.41,0.31, S 
4,0.5071,0.4604,0.47,0.36, S 
5,0.5364,0.4588,0.5,0.33, S 
5,0.546,0.4705,0.52,0.32, FB 
5,0.5506,0.4847,0.56,0.48, FEx0.546y0.471d0.196 
5,0.5543,0.5048,0.55,0.47, FB 
5,0.5621,0.481,0.59,0.44, FEx0.554y0.505d0.178 
6,0.5712,0.468,0.56,0.47, S 
6,0.5971,0.4772,0.36,0.28, S 
6,0.609,0.4794,0.38,0.26, FB 
6,0.6163,0.4875,0.42,0.38, NA 
6,0.6255,0.497,0.42,0.36, FEx0.613y0.483d0.364 
6,0.6287,0.4942,0.51,0.37, FB 
7,0.6331,0.4846,0.49,0.4, FEx0.629y0.494d0.191 
7,0.6282,0.4769,0.48,0.39, FB 
7,0.6355,0.4751,0.55,0.49, NA 
7,0.6401,0.4739,0.55,0.49, NA 
7,0.6418,0.4737,0.43,0.43, NA 
7,0.6452,0.4741,0.63,0.38, FEx0.636y0.475d0.668 
8,0.4067,0.5066,0.63,0.4, S 
8,0.4156,0.4784,0.56,0.4, FB 
8,0.4234,0.5105,0.59,0.49, FEx0.416y0.478d0.163 
8,0.4352,0.5217,0.61,0.36, S 
8,0.4359,0.4953,0.56,0.39, FB 
9,0.4457,0.4871,0.53,0.41, FEx0.436y0.495d0.175 
9,0.446,0.4863,0.5,0.45, S 
9,0.4441,0.491,0.56,0.35, FB 
9,0.4537,0.4847,0.53,0.42, FEx0.444y0.491d0.195 
9,0.4568,0.4884,0.62,0.47, FB 
