 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.477,0.7667,0.61,0.69, S 
1,0.4409,0.392,0.52,0.67, S 
1,0.4307,0.4064,0.54,0.68, S 
1,0.4443,0.3697,0.59,0.67, S 
1,0.4505,0.3364,0.61,0.78, S 
1,0.5039,0.7176,0.57,0.64, S 
1,0.5245,0.7548,0.49,0.61, S 
1,0.4604,0.6013,0.55,0.61, S 
2,0.6018,1.1523,0.51,0.66, S 
2,0.4995,0.617,0.52,0.61, S 
2,0.4895,0.6032,0.56,0.65, FB 
2,0.5028,0.6771,0.62,0.68, FEx0.489y0.603d0.104 
2,0.5127,0.7382,0.56,0.69, S 
2,0.5403,0.749,0.58,0.7, S 
2,0.5113,0.7487,0.62,0.76, S 
2,0.5416,0.771,0.62,0.76, S 
2,0.5435,0.7814,0.54,0.77, FB 
3,0.5432,0.7782,0.63,0.79, FEx0.543y0.781d0.094 
3,0.5439,0.7797,0.61,0.75, S 
3,0.5539,0.7899,0.62,0.77, S 
3,0.5297,0.8186,0.55,0.73, S 
3,0.54,0.8069,0.65,0.66, S 
3,0.5191,0.7854,0.64,0.66, S 
3,0.4723,0.7133,0.58,0.75, S 
3,0.4467,0.6398,0.58,0.65, S 
3,0.464,0.6217,0.58,0.62, S 
4,0.4837,0.6139,0.59,0.64, S 
4,0.4821,0.6262,0.64,0.71, S 
4,0.0,0.0,0.0,0.0, BB 
4,0.4836,0.7238,0.59,0.62, BE 
4,0.5173,0.8363,0.6,0.64, S 
4,0.52,0.8466,0.63,0.66, S 
4,0.5258,0.7913,0.58,0.7, S 
4,0.5007,0.7905,0.58,0.72, S 
4,0.4907,0.5839,0.57,0.65, S 
5,0.4794,0.6138,0.59,0.64, S 
5,0.4684,0.6558,0.6,0.65, S 
5,0.4812,0.6515,0.59,0.68, S 
5,0.5245,0.6931,0.61,0.82, S 
5,0.5095,0.5896,0.6,0.69, S 
5,0.5599,0.6984,0.45,0.6, S 
5,0.5097,0.7258,0.54,0.63, S 
5,0.4792,0.768,0.59,0.74, S 
5,0.4989,0.8327,0.67,0.58, S 
6,0.5316,0.866,0.66,0.65, S 
6,0.5155,0.8477,0.66,0.66, S 
6,0.5549,0.822,0.65,0.71, S 
6,0.5578,0.793,0.59,0.67, S 
6,0.5443,0.7852,0.61,0.72, FB 
6,0.5448,0.8056,0.6,0.69, NA 
6,0.5471,0.821,0.61,0.54, NA 
6,0.5436,0.8266,0.62,0.6, NA 
6,0.5376,0.8202,0.64,0.59, NA 
6,0.5497,0.8379,0.51,0.68, FEx0.544y0.812d0.393 
6,0.5587,0.8298,0.5,0.67, S 
7,0.5448,0.8207,0.58,0.6, S 
7,0.5461,0.8062,0.59,0.65, S 
7,0.5524,0.7768,0.58,0.63, S 
7,0.5527,0.7679,0.65,0.55, S 
7,0.5403,0.762,0.62,0.64, FB 
7,0.5279,0.7791,0.62,0.63, NA 
7,0.5209,0.8013,0.59,0.7, NA 
7,0.4907,0.5049,0.62,0.69, S 
8,0.4775,0.5585,0.62,0.68, S 
8,0.4803,0.7435,0.56,0.7, S 
8,0.4483,0.6865,0.56,0.73, S 
8,0.46,0.4801,0.55,0.67, S 
8,0.4791,0.5666,0.61,0.69, S 
8,0.5349,0.7322,0.57,0.66, S 
8,0.482,0.6024,0.59,0.59, S 
9,0.4896,0.5436,0.62,0.63, S 
9,0.5001,0.6507,0.64,0.68, S 
9,0.4879,0.7093,0.61,0.74, S 
9,0.4846,0.7189,0.61,0.77, S 
9,0.4898,0.7643,0.67,0.77, S 
9,0.4948,0.7795,0.67,0.81, S 
9,0.5039,0.8001,0.67,0.67, BB 
9,0.5116,0.8471,0.68,0.66, BE 
