 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5463,0.4935,0.17,0.39, NA 
1,0.5409,0.4512,0.17,0.36, NA 
1,0.5233,0.4667,0.17,0.36, NA 
1,0.5086,0.4694,0.18,0.42, NA 
1,0.4136,0.6683,0.17,0.42, NA 
1,0.4257,0.6581,0.17,0.41, NA 
1,0.4213,0.6694,0.18,0.44, NA 
1,0.4127,0.6619,0.18,0.45, NA 
1,0.4167,0.6516,0.18,0.47, NA 
2,0.4177,0.6434,0.14,0.43, NA 
2,0.5666,0.5174,0.15,0.4, NA 
2,0.598,0.339,0.15,0.37, NA 
2,0.5986,0.349,0.15,0.36, NA 
2,0.5883,0.3508,0.14,0.36, NA 
2,0.5804,0.3514,0.13,0.33, NA 
2,0.6492,0.4261,0.12,0.29, NA 
2,0.6331,0.4722,0.11,0.29, NA 
2,0.5793,0.5585,0.13,0.28, NA 
3,0.5738,0.5527,0.13,0.29, NA 
3,0.5724,0.6242,0.12,0.29, NA 
3,0.5664,0.6733,0.14,0.32, NA 
3,0.5783,0.6698,0.14,0.32, NA 
3,0.5713,0.6804,0.15,0.36, NA 
3,0.5613,0.6454,0.16,0.39, NA 
3,0.5404,0.5691,0.17,0.4, NA 
3,0.5229,0.5071,0.17,0.38, NA 
4,0.5876,0.7983,0.14,0.35, NA 
4,0.5649,0.7595,0.14,0.31, NA 
4,0.5809,0.7624,0.14,0.31, NA 
4,0.5571,0.7839,0.15,0.34, NA 
4,0.562,0.5984,0.13,0.39, NA 
4,0.5887,0.6873,0.09,0.18, NA 
4,0.5742,0.5577,0.13,0.32, NA 
5,0.565,0.4998,0.13,0.29, NA 
5,0.57,0.4847,0.13,0.3, NA 
5,0.5649,0.471,0.13,0.33, NA 
5,0.5803,0.4901,0.13,0.32, NA 
5,0.5658,0.4866,0.14,0.33, NA 
5,0.5677,0.4919,0.14,0.35, NA 
5,0.5917,0.5369,0.13,0.34, NA 
6,0.5693,0.5392,0.14,0.36, NA 
6,0.5734,0.5494,0.14,0.39, NA 
6,0.5576,0.5325,0.15,0.37, NA 
6,0.5305,0.4551,0.15,0.4, NA 
6,0.5526,0.4245,0.16,0.39, NA 
6,0.5221,0.4855,0.16,0.39, NA 
6,0.4983,0.5392,0.14,0.36, NA 
6,0.5201,0.4951,0.13,0.32, NA 
6,0.5811,0.4748,0.14,0.36, NA 
7,0.5738,0.5022,0.16,0.38, NA 
7,0.5905,0.5192,0.17,0.41, NA 
7,0.573,0.5409,0.16,0.43, NA 
7,0.5723,0.5653,0.18,0.46, NA 
7,0.553,0.3877,0.17,0.43, NA 
7,0.5645,0.3879,0.17,0.41, NA 
7,0.5502,0.3856,0.14,0.36, NA 
7,0.541,0.3751,0.12,0.28, NA 
8,0.4791,-0.0564,0.08,0.22, NA 
8,0.4697,0.0022,0.09,0.22, NA 
8,0.4565,0.0059,0.1,0.2, NA 
8,0.5211,0.4603,0.1,0.24, NA 
8,0.517,0.601,0.11,0.22, NA 
8,0.5436,0.6234,0.1,0.23, NA 
8,0.5549,0.6526,0.11,0.26, NA 
9,0.5899,0.6433,0.14,0.33, NA 
9,0.5559,0.654,0.16,0.38, NA 
9,0.525,0.4482,0.16,0.37, NA 
9,0.5021,0.3379,0.18,0.38, NA 
9,0.4928,0.507,0.17,0.38, NA 
9,0.4796,0.5985,0.14,0.36, NA 
9,0.4969,0.8204,0.13,0.28, NA 
9,0.4741,0.8091,0.12,0.26, NA 
