 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.3331,0.5264,0.59,0.33, S 
1,0.3572,0.5098,0.62,0.3, S 
1,0.371,0.4883,0.62,0.31, FB 
1,0.367,0.5192,0.6,0.33, NA 
1,0.5099,0.3956,0.49,0.32, FEx0.369y0.504d0.269 
1,0.5202,0.4231,0.54,0.37, S 
1,0.5338,0.4426,0.53,0.37, S 
1,0.4217,0.4596,0.54,0.28, S 
2,0.404,0.4051,0.55,0.3, S 
2,0.3935,0.346,0.53,0.3, S 
2,0.444,0.3987,0.54,0.28, S 
2,0.4598,0.396,0.56,0.31, S 
2,0.4905,0.3489,0.58,0.36, S 
2,0.6224,0.2641,0.49,0.34, S 
2,0.6016,0.2961,0.5,0.36, S 
2,0.6139,0.3009,0.56,0.33, S 
2,0.422,0.3894,0.61,0.3, S 
3,0.515,0.361,0.54,0.32, S 
3,0.5165,0.3346,0.53,0.31, FB 
3,0.4941,0.3529,0.56,0.34, NA 
3,0.6422,0.3655,0.57,0.36, FEx0.505y0.344d0.201 
3,0.6267,0.4229,0.53,0.39, S 
3,0.5855,0.4181,0.59,0.39, S 
3,0.5599,0.4265,0.63,0.32, S 
3,0.5599,0.4265,0.57,0.38, S 
4,0.5707,0.5115,0.54,0.35, S 
4,0.6078,0.5731,0.51,0.36, S 
4,0.585,0.5212,0.52,0.38, S 
4,0.5639,0.5249,0.53,0.31, S 
4,0.4098,0.5383,0.56,0.3, S 
4,0.2921,0.5472,0.48,0.28, S 
4,0.286,0.5382,0.49,0.28, S 
4,0.2939,0.5374,0.5,0.27, S 
4,0.3264,0.5311,0.53,0.26, S 
4,0.3537,0.4624,0.51,0.29, S 
5,0.3819,0.4381,0.53,0.28, FB 
5,0.4021,0.438,0.54,0.28, FEx0.382y0.438d0.072 
5,0.3994,0.4343,0.51,0.28, S 
5,0.4393,0.354,0.49,0.31, S 
5,0.3607,0.3997,0.52,0.26, S 
5,0.367,0.4501,0.48,0.25, S 
5,0.3795,0.43,0.48,0.28, FB 
5,0.3452,0.423,0.47,0.25, FEx0.379y0.430d0.088 
5,0.3217,0.4171,0.47,0.32, S 
5,0.6239,0.3866,0.44,0.35, S 
5,0.5666,0.382,0.46,0.33, FB 
6,0.53,0.3794,0.47,0.3, FEx0.567y0.382d0.093 
6,0.6619,0.3744,0.47,0.29, S 
6,0.6413,0.3892,0.46,0.32, S 
6,0.6156,0.4094,0.47,0.36, S 
6,0.6101,0.4682,0.49,0.38, S 
6,0.5996,0.5164,0.61,0.31, S 
6,0.4191,0.463,0.57,0.28, S 
6,0.3495,0.4571,0.49,0.26, S 
6,0.3303,0.4491,0.48,0.26, S 
7,0.3013,0.4371,0.49,0.3, S 
7,0.5388,0.4529,0.45,0.31, S 
7,0.5623,0.4157,0.49,0.34, S 
7,0.5887,0.3909,0.47,0.25, S 
7,0.2426,0.3671,0.49,0.28, S 
7,0.2927,0.3873,0.52,0.25, S 
7,0.32,0.3794,0.49,0.27, S 
7,0.3405,0.3755,0.5,0.34, S 
7,0.5936,0.4991,0.47,0.35, S 
8,0.6605,0.4702,0.46,0.33, S 
8,0.7338,0.4583,0.47,0.28, S 
8,0.7338,0.4583,0.45,0.27, S 
8,0.108,0.3963,0.39,0.22, S 
8,0.0791,0.3368,0.43,0.22, S 
8,0.0846,0.3748,0.48,0.26, S 
8,-0.0268,0.4452,0.77,0.22, S 
8,-0.1098,0.5002,0.52,0.36, S 
8,0.4582,0.4598,0.52,0.38, S 
9,0.5002,0.4563,0.53,0.39, S 
9,0.5638,0.4379,0.52,0.37, S 
9,0.6259,0.42,0.53,0.39, S 
9,0.5703,0.4572,0.45,0.32, S 
9,0.5004,0.4586,0.5,0.34, S 
9,0.5133,0.4909,0.49,0.33, S 
9,0.5104,0.4689,0.51,0.33, S 
9,0.4949,0.4158,0.51,0.32, S 
9,0.5106,0.4134,0.51,0.36, FB 
9,0.517,0.4152,0.52,0.34, NA 
