 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.4298,0.6715,0.4,0.34, NA 
1,0.4499,0.65,0.36,0.31, FEx0.443y0.648d0.333 
1,0.4754,0.6325,0.36,0.31, FB 
1,0.4786,0.6261,0.36,0.31, NA 
1,0.4762,0.6235,0.36,0.31, NA 
1,0.4754,0.6213,0.41,0.31, NA 
1,0.4762,0.6219,0.35,0.26, NA 
1,0.4775,0.6229,0.35,0.26, NA 
1,0.4778,0.6239,0.35,0.26, NA 
1,0.4783,0.6278,0.35,0.26, NA 
1,0.4698,0.6156,0.35,0.26, FEx0.477y0.625d0.485 
1,0.4603,0.6095,0.35,0.26, FB 
1,0.4799,0.6209,0.36,0.3, NA 
1,0.4981,0.6309,0.36,0.3, NA 
1,0.5149,0.6241,0.31,0.26, FEx0.480y0.620d0.192 
1,0.5294,0.6122,0.31,0.27, FB 
2,0.5334,0.6152,0.3,0.22, NA 
2,0.5198,0.623,0.3,0.22, FEx0.531y0.614d0.110 
2,0.5417,0.6278,0.16,0.36, FB 
2,0.5653,0.6271,0.16,0.36, NA 
2,0.5731,0.6291,0.16,0.31, NA 
2,0.5781,0.626,0.16,0.32, NA 
2,0.5791,0.6218,0.16,0.32, NA 
2,0.5755,0.6243,0.16,0.32, NA 
2,0.5726,0.6217,0.16,0.31, NA 
2,0.5693,0.6242,0.16,0.31, NA 
2,0.5734,0.6242,0.11,0.23, NA 
2,0.572,0.6203,0.11,0.22, NA 
2,0.569,0.6188,0.11,0.22, NA 
2,0.5711,0.6216,0.11,0.22, NA 
2,0.5751,0.6257,0.2,0.22, NA 
3,0.5782,0.6309,0.2,0.22, NA 
3,0.5779,0.6329,0.2,0.22, NA 
3,0.5775,0.633,0.25,0.27, S 
3,0.6449,0.605,0.16,0.37, S 
3,0.6375,0.64,0.16,0.36, FB 
3,0.663,0.6202,0.32,0.32, FEx0.637y0.640d0.098 
3,0.6561,0.628,0.26,0.32, FB 
3,0.6597,0.624,0.26,0.28, NA 
4,0.6624,0.6211,0.26,0.28, NA 
4,0.6648,0.618,0.38,0.26, FEx0.659y0.624d0.217 
4,0.4057,0.6886,0.31,0.3, S 
4,0.4151,0.6767,0.3,0.26, FB 
4,0.3462,0.707,0.39,0.26, FEx0.415y0.677d0.084 
4,0.3496,0.7481,0.23,0.34, FB 
4,0.3473,0.7497,0.28,0.34, NA 
4,0.3645,0.7348,0.27,0.34, NA 
4,0.3838,0.7017,0.46,0.26, FEx0.354y0.744d0.237 
4,0.3955,0.6896,0.5,0.29, FB 
4,0.3951,0.6933,0.5,0.29, NA 
4,0.3848,0.6977,0.56,0.34, NA 
4,0.4358,0.6491,0.45,0.34, FEx0.392y0.694d0.233 
5,0.4521,0.6572,0.55,0.34, FB 
5,0.4542,0.6614,0.49,0.29, NA 
5,0.4497,0.6737,0.55,0.34, NA 
5,0.4666,0.6544,0.46,0.33, FEx0.452y0.664d0.217 
5,0.4748,0.6486,0.45,0.34, FB 
5,0.4711,0.6655,0.44,0.34, NA 
5,0.4698,0.6559,0.46,0.39, NA 
5,0.4735,0.6553,0.44,0.39, NA 
5,0.4881,0.6495,0.4,0.34, FEx0.472y0.656d0.283 
5,0.498,0.6425,0.4,0.34, FB 
5,0.4997,0.6424,0.45,0.26, NA 
5,0.4997,0.6427,0.44,0.26, NA 
5,0.5087,0.6407,0.4,0.3, NA 
5,0.5135,0.6442,0.39,0.3, NA 
6,0.5145,0.6439,0.39,0.3, NA 
6,0.5156,0.6424,0.29,0.3, NA 
6,0.5213,0.6403,0.29,0.3, NA 
6,0.4897,0.6378,0.3,0.3, FEx0.509y0.642d0.602 
6,0.5065,0.6516,0.29,0.29, FB 
6,0.5325,0.662,0.29,0.29, NA 
6,0.5571,0.6596,0.2,0.3, FEx0.519y0.657d0.200 
6,0.571,0.6561,0.19,0.29, FB 
6,0.5783,0.6652,0.15,0.2, NA 
6,0.5866,0.6644,0.15,0.21, NA 
6,0.5855,0.6839,0.14,0.24, NA 
6,0.5859,0.6998,0.15,0.24, NA 
7,0.5865,0.7058,0.15,0.24, NA 
7,0.5858,0.7065,0.15,0.24, NA 
7,0.6122,0.6977,0.19,0.21, FEx0.583y0.683d0.479 
