 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.444,0.3377,0.18,0.23, S 
1,0.4422,0.3244,0.18,0.23, S 
1,0.4346,0.3134,0.18,0.23, S 
1,0.4321,0.3064,0.17,0.23, FB 
1,0.4341,0.3087,0.17,0.24, FEx0.432y0.306d0.024 
1,0.4307,0.3021,0.18,0.23, S 
1,0.2945,0.3196,0.17,0.21, S 
1,0.2709,0.3064,0.15,0.22, S 
1,0.2682,0.2926,0.16,0.21, S 
1,0.2709,0.3085,0.15,0.21, FB 
1,0.2772,0.3092,0.16,0.21, FEx0.271y0.308d0.022 
1,0.2702,0.3168,0.15,0.22, S 
1,0.2797,0.3258,0.15,0.21, S 
1,0.2815,0.344,0.15,0.22, S 
1,0.2817,0.3315,0.15,0.22, S 
1,0.287,0.3301,0.16,0.21, FB 
1,0.2997,0.3386,0.17,0.23, FEx0.287y0.330d0.022 
1,0.3123,0.3501,0.18,0.23, S 
1,0.3492,0.3304,0.18,0.24, S 
1,0.3539,0.3394,0.18,0.24, S 
1,0.3662,0.3348,0.19,0.24, FB 
1,0.3735,0.3366,0.19,0.23, NA 
1,0.3804,0.3389,0.18,0.23, NA 
1,0.3803,0.3341,0.18,0.24, NA 
1,0.3792,0.3283,0.18,0.24, NA 
1,0.3776,0.3258,0.18,0.24, NA 
1,0.3773,0.3243,0.18,0.24, NA 
1,0.3766,0.3235,0.18,0.24, NA 
1,0.3692,0.3238,0.18,0.24, FEx0.376y0.331d0.151 
1,0.4351,0.3515,0.19,0.23, S 
1,0.4457,0.3484,0.19,0.25, S 
1,0.4483,0.3548,0.18,0.25, FB 
1,0.4533,0.356,0.18,0.24, NA 
1,0.4503,0.3586,0.18,0.24, NA 
1,0.4499,0.3635,0.18,0.24, FEx0.451y0.356d0.079 
1,0.4481,0.3663,0.18,0.24, S 
1,0.4413,0.356,0.19,0.25, S 
1,0.4488,0.3642,0.18,0.24, S 
1,0.4489,0.3764,0.19,0.24, S 
1,0.4418,0.3818,0.19,0.24, S 
1,0.4394,0.3952,0.2,0.25, FB 
1,0.4375,0.389,0.2,0.25, FEx0.439y0.395d0.023 
2,0.4383,0.3817,0.19,0.25, FB 
2,0.4354,0.3882,0.19,0.24, NA 
2,0.4579,0.4338,0.19,0.24, FEx0.437y0.385d0.047 
2,0.5375,0.4733,0.21,0.27, S 
2,0.5446,0.5013,0.19,0.28, S 
2,0.5195,0.5049,0.19,0.28, S 
2,0.5057,0.5132,0.19,0.28, S 
2,0.5051,0.5177,0.2,0.28, S 
2,0.5172,0.5206,0.19,0.28, FB 
2,0.5239,0.5137,0.2,0.28, FEx0.517y0.521d0.026 
2,0.5425,0.5159,0.2,0.27, S 
2,0.5479,0.5,0.2,0.27, S 
2,0.5498,0.5011,0.2,0.27, S 
2,0.5393,0.4846,0.2,0.27, S 
2,0.5213,0.4856,0.18,0.27, S 
2,0.4308,0.4925,0.22,0.22, S 
2,0.3847,0.457,0.19,0.25, S 
2,0.3844,0.4536,0.19,0.24, S 
2,0.4011,0.4574,0.2,0.24, FB 
