 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5775,0.5432,0.32,0.51, NA 
1,0.5694,0.5476,0.44,0.51, NA 
1,0.5621,0.5496,0.45,0.51, NA 
1,0.5551,0.5508,0.46,0.51, NA 
1,0.5606,0.547,0.46,0.56, NA 
1,0.5535,0.5509,0.46,0.54, NA 
1,0.5468,0.556,0.46,0.55, NA 
1,0.5666,0.5496,0.35,0.57, NA 
1,0.5836,0.5433,0.35,0.57, NA 
1,0.5943,0.5379,0.35,0.57, NA 
1,0.609,0.5492,0.39,0.67, NA 
1,0.6181,0.5611,0.39,0.66, NA 
1,0.6237,0.5638,0.39,0.67, NA 
1,0.6243,0.5539,0.37,0.67, FEx0.568y0.545d2.704 
1,0.6227,0.5408,0.37,0.67, FB 
1,0.6259,0.5304,0.36,0.68, NA 
2,0.6344,0.5299,0.41,0.62, NA 
2,0.6372,0.5295,0.41,0.63, NA 
2,0.6522,0.5339,0.42,0.56, FEx0.630y0.533d0.300 
2,0.6654,0.5394,0.42,0.57, FB 
2,0.6646,0.5313,0.42,0.57, NA 
2,0.6614,0.5224,0.42,0.57, NA 
2,0.605,0.5733,0.34,0.62, FEx0.664y0.531d0.234 
2,0.5783,0.5731,0.35,0.61, S 
2,0.5914,0.563,0.4,0.51, FB 
2,0.5934,0.5583,0.78,0.56, FEx0.591y0.563d0.094 
2,0.3324,0.6193,0.79,0.56, S 
2,0.3389,0.6122,0.77,0.55, S 
2,0.3495,0.5902,0.66,0.49, FB 
3,0.3376,0.6241,0.77,0.45, NA 
3,0.3381,0.6397,0.78,0.45, NA 
3,0.3357,0.6474,0.79,0.45, FEx0.342y0.618d0.254 
3,0.3295,0.6418,0.8,0.45, FB 
3,0.325,0.6473,0.79,0.44, NA 
3,0.3409,0.6336,0.56,0.5, NA 
3,0.3625,0.6131,0.55,0.5, NA 
3,0.3733,0.6066,0.56,0.5, NA 
3,0.3778,0.5959,0.45,0.46, NA 
3,0.3863,0.5835,0.45,0.46, NA 
3,0.3901,0.5762,0.45,0.46, NA 
3,0.4034,0.5906,0.56,0.44, FEx0.361y0.612d0.644 
4,0.4183,0.6054,0.56,0.44, FB 
4,0.4173,0.6167,0.51,0.39, NA 
4,0.4133,0.6225,0.51,0.39, NA 
4,0.4147,0.5939,0.57,0.5, NA 
4,0.4175,0.5783,0.57,0.49, NA 
4,0.4217,0.5752,0.56,0.49, NA 
4,0.4242,0.5747,0.56,0.49, NA 
4,0.4231,0.5764,0.56,0.49, NA 
4,0.419,0.5758,0.57,0.49, NA 
4,0.4136,0.577,0.57,0.49, NA 
4,0.4045,0.5799,0.58,0.49, NA 
5,0.4125,0.577,0.68,0.54, NA 
5,0.4234,0.5681,0.68,0.55, NA 
5,0.4297,0.559,0.69,0.55, NA 
5,0.4295,0.5587,0.68,0.55, NA 
5,0.4329,0.5532,0.52,0.55, NA 
5,0.4393,0.5473,0.52,0.55, NA 
5,0.4446,0.5426,0.52,0.55, NA 
5,0.4492,0.5442,0.52,0.54, FEx0.422y0.577d1.378 
5,0.4961,0.5772,0.7,0.45, S 
5,0.4907,0.6255,0.68,0.51, S 
5,0.4886,0.5993,0.63,0.47, FB 
5,0.4789,0.5611,0.64,0.42, NA 
5,0.4995,0.5803,0.55,0.41, NA 
5,0.5084,0.5937,0.55,0.4, NA 
6,0.5135,0.6016,0.55,0.4, NA 
6,0.5142,0.5962,0.46,0.41, NA 
6,0.5108,0.59,0.46,0.41, NA 
6,0.4883,0.5815,0.47,0.41, FEx0.502y0.589d0.516 
6,0.4905,0.573,0.46,0.41, FB 
6,0.5027,0.5647,0.46,0.41, NA 
6,0.5044,0.56,0.46,0.41, NA 
6,0.5058,0.555,0.46,0.41, NA 
6,0.5046,0.556,0.46,0.41, NA 
6,0.5011,0.5604,0.46,0.41, NA 
6,0.5051,0.5596,0.36,0.49, NA 
6,0.511,0.5536,0.36,0.5, NA 
6,0.5148,0.5502,0.35,0.49, NA 
6,0.5164,0.5505,0.35,0.5, NA 
6,0.5214,0.5476,0.46,0.5, NA 
7,0.5292,0.545,0.46,0.49, NA 
7,0.5356,0.5455,0.45,0.5, NA 
7,0.5408,0.5377,0.46,0.51, NA 
7,0.5444,0.5298,0.4,0.46, NA 
7,0.5457,0.5262,0.41,0.46, NA 
7,0.5473,0.5277,0.4,0.46, NA 
7,0.5466,0.5279,0.45,0.51, NA 
7,0.5656,0.5321,0.33,0.51, FEx0.520y0.548d1.242 
7,0.5697,0.5339,0.45,0.51, FB 
7,0.577,0.5448,0.33,0.5, NA 
7,0.5841,0.5536,0.33,0.5, NA 
7,0.5825,0.564,0.34,0.51, NA 
7,0.5778,0.563,0.35,0.51, NA 
7,0.579,0.5615,0.29,0.5, NA 
8,0.5795,0.5651,0.29,0.5, NA 
8,0.5816,0.5638,0.3,0.5, NA 
8,0.5682,0.5751,0.29,0.49, FEx0.579y0.557d0.642 
8,0.5772,0.5904,0.38,0.5, FB 
8,0.5904,0.5984,0.38,0.49, NA 
8,0.607,0.6058,0.28,0.51, NA 
8,0.6185,0.612,0.28,0.51, NA 
8,0.6228,0.615,0.28,0.51, NA 
8,0.6467,0.5652,0.41,0.52, FEx0.603y0.604d0.400 
8,0.6609,0.538,0.35,0.53, FB 
8,0.6245,0.5541,0.34,0.53, FEx0.661y0.538d0.077 
8,0.5038,0.5672,0.4,0.41, S 
9,0.5019,0.5539,0.41,0.46, FB 
9,0.5153,0.5365,0.46,0.46, NA 
9,0.5179,0.5219,0.76,0.46, FEx0.509y0.545d0.184 
9,0.3308,0.6658,0.77,0.45, FB 
9,0.345,0.6298,0.48,0.45, NA 
9,0.3392,0.6445,0.66,0.44, NA 
9,0.3295,0.6579,0.79,0.4, NA 
9,0.3241,0.6644,0.8,0.4, NA 
9,0.3715,0.6286,0.66,0.5, FEx0.334y0.652d0.393 
9,0.3943,0.6228,0.65,0.5, FB 
9,0.4037,0.6224,0.6,0.39, NA 
