 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.2544,0.4359,0.16,0.0, FEx0.387y0.467d0.045 
1,0.2265,0.4268,0.14,0.0, S 
1,0.2321,0.4471,0.15,0.0, S 
1,0.2357,0.4948,0.14,0.0, S 
1,0.2319,0.4977,0.14,0.0, S 
1,0.3438,0.6088,0.15,0.0, S 
1,0.425,0.6935,0.12,0.0, BE 
1,0.8294,0.4689,0.12,0.0, S 
1,0.7835,0.4887,0.11,0.0, S 
1,0.7006,0.5119,0.14,0.0, S 
1,0.6863,0.487,0.13,0.0, S 
1,0.6228,0.5235,0.14,0.0, S 
2,0.5284,0.4986,0.16,0.0, S 
2,0.5308,0.4926,0.16,0.0, FB 
2,0.5152,0.5048,0.16,0.0, NA 
2,0.5105,0.5176,0.15,0.0, NA 
2,0.5956,0.4816,0.15,0.0, FEx0.519y0.505d0.194 
2,0.71,0.4106,0.14,0.0, S 
2,0.6901,0.4859,0.13,0.0, S 
2,0.6479,0.4718,0.14,0.0, S 
2,0.6523,0.4733,0.13,0.0, FB 
2,0.6407,0.4482,0.14,0.0, FEx0.652y0.473d0.042 
2,0.6491,0.3796,0.14,0.0, S 
2,0.6364,0.3933,0.14,0.0, S 
2,0.6303,0.3967,0.14,0.0, FB 
2,0.7535,0.4995,0.13,0.0, FEx0.630y0.397d0.044 
2,0.7837,0.5337,0.13,0.0, S 
2,0.7875,0.5227,0.13,0.0, FB 
2,0.7904,0.5224,0.14,0.0, FEx0.787y0.523d0.050 
2,0.759,0.5111,0.14,0.0, S 
2,0.7592,0.5089,0.14,0.0, S 
3,0.7459,0.5316,0.14,0.0, S 
3,0.7389,0.5315,0.14,0.0, FB 
3,0.7415,0.5363,0.14,0.0, FEx0.739y0.531d0.046 
3,0.743,0.538,0.14,0.0, FB 
3,0.735,0.5348,0.14,0.0, FEx0.743y0.538d0.080 
3,0.7293,0.5334,0.15,0.0, BE 
3,0.2637,0.3765,0.15,0.0, S 
3,0.3117,0.4252,0.16,0.0, S 
3,0.3254,0.4163,0.14,0.0, S 
3,0.3261,0.4234,0.16,0.0, S 
3,0.3454,0.4496,0.16,0.0, S 
3,0.3254,0.41,0.15,0.0, S 
3,0.3083,0.3343,0.16,0.0, S 
3,0.3021,0.3613,0.17,0.0, FB 
3,0.3306,0.372,0.16,0.0, NA 
3,0.4831,0.5396,0.18,0.0, FEx0.316y0.367d0.116 
3,0.5996,0.6646,0.16,0.0, S 
4,0.5524,0.7533,0.16,0.0, S 
4,0.5374,0.7401,0.15,0.0, S 
4,0.5182,0.708,0.16,0.0, S 
4,0.4793,0.6465,0.17,0.0, S 
4,0.4875,0.5955,0.17,0.0, S 
4,0.4765,0.5719,0.17,0.0, S 
4,0.4579,0.5638,0.16,0.0, S 
4,0.4664,0.5837,0.17,0.0, FB 
4,0.4492,0.5625,0.17,0.0, NA 
4,0.4492,0.5574,0.18,0.0, NA 
4,0.4463,0.5505,0.18,0.0, FEx0.455y0.568d0.159 
4,0.379,0.658,0.18,0.0, S 
4,0.362,0.6582,0.18,0.0, S 
4,0.3739,0.6625,0.17,0.0, FB 
4,0.3537,0.67,0.18,0.0, FEx0.374y0.663d0.055 
4,0.3504,0.6457,0.2,0.0, FB 
5,0.3442,0.63,0.15,0.0, NA 
5,0.6872,0.2148,0.14,0.0, S 
5,0.643,0.2338,0.15,0.0, S 
5,0.617,0.2564,0.15,0.0, S 
5,0.5914,0.2738,0.17,0.0, S 
5,0.3353,0.3017,0.18,0.0, S 
5,0.3459,0.3882,0.19,0.0, S 
5,0.3458,0.4081,0.2,0.0, FB 
5,0.3557,0.4433,0.21,0.0, FEx0.346y0.408d0.053 
5,0.3443,0.4633,0.2,0.0, S 
5,0.3701,0.4949,0.21,0.0, S 
5,0.3726,0.4964,0.19,0.0, S 
5,0.396,0.4989,0.19,0.0, FB 
5,0.4113,0.4786,0.19,0.0, NA 
5,0.4263,0.4704,0.17,0.0, FEx0.404y0.489d0.124 
5,0.4405,0.4432,0.17,0.0, FB 
5,0.4478,0.43,0.16,0.0, NA 
6,0.4418,0.4176,0.16,0.0, FEx0.444y0.437d0.203 
6,0.4396,0.4186,0.17,0.0, FB 
6,0.4363,0.4304,0.17,0.0, FEx0.440y0.419d0.061 
6,0.437,0.4357,0.16,0.0, FB 
6,0.4289,0.4594,0.16,0.0, FEx0.437y0.436d0.043 
6,0.417,0.4836,0.16,0.0, S 
6,0.3652,0.4784,0.18,0.0, S 
6,0.3191,0.4153,0.16,0.0, S 
6,0.3273,0.4265,0.16,0.0, S 
6,0.3338,0.4089,0.15,0.0, FB 
6,0.3336,0.4288,0.15,0.0, NA 
6,0.3371,0.4302,0.15,0.0, NA 
6,0.3635,0.4948,0.16,0.0, FEx0.335y0.423d0.140 
6,0.4165,0.5029,0.16,0.0, S 
6,0.4064,0.4849,0.16,0.0, FB 
6,0.4174,0.4648,0.16,0.0, FEx0.406y0.485d0.109 
7,0.4051,0.4917,0.16,0.0, S 
7,0.3931,0.5074,0.16,0.0, FB 
7,0.3691,0.5041,0.18,0.0, FEx0.393y0.507d0.054 
7,0.3604,0.4882,0.18,0.0, FB 
7,0.3489,0.4671,0.18,0.0, NA 
7,0.3409,0.4685,0.17,0.0, NA 
7,0.3384,0.4784,0.17,0.0, NA 
7,0.3351,0.4779,0.17,0.0, NA 
7,0.3352,0.4766,0.17,0.0, NA 
7,0.3387,0.4789,0.17,0.0, NA 
7,0.3419,0.4802,0.17,0.0, NA 
7,0.3331,0.4737,0.17,0.0, NA 
7,0.3234,0.4679,0.17,0.0, NA 
7,0.323,0.4677,0.17,0.0, NA 
7,0.3165,0.4645,0.18,0.0, NA 
7,0.308,0.4566,0.18,0.0, NA 
7,0.3051,0.4488,0.18,0.0, NA 
7,0.2972,0.4579,0.17,0.0, NA 
7,0.3636,0.6431,0.17,0.0, FEx0.330y0.470d0.493 
7,0.3577,0.6596,0.16,0.0, S 
7,0.3662,0.6443,0.17,0.0, S 
7,0.3448,0.6591,0.16,0.0, FB 
7,0.3699,0.5955,0.17,0.0, FEx0.345y0.659d0.045 
7,0.3848,0.5518,0.12,0.0, S 
7,0.3848,0.5518,0.14,0.0, S 
8,0.8315,0.4434,0.14,0.0, S 
8,0.8127,0.4478,0.14,0.0, S 
8,0.7479,0.4749,0.15,0.0, S 
8,0.7278,0.5125,0.15,0.0, S 
8,0.6263,0.3837,0.16,0.0, S 
8,0.6059,0.3739,0.15,0.0, S 
8,0.5979,0.4129,0.15,0.0, S 
8,0.5821,0.4333,0.17,0.0, S 
8,0.3033,0.5262,0.19,0.0, S 
8,0.3467,0.4916,0.2,0.0, S 
8,0.349,0.5195,0.19,0.0, S 
8,0.3768,0.5351,0.19,0.0, S 
8,0.4885,0.5179,0.17,0.0, S 
8,0.5016,0.5299,0.17,0.0, S 
8,0.4497,0.5352,0.18,0.0, S 
8,0.4374,0.5589,0.19,0.0, FB 
8,0.4205,0.5777,0.17,0.0, FEx0.437y0.559d0.038 
8,0.5858,0.506,0.16,0.0, S 
8,0.5624,0.5122,0.16,0.0, S 
8,0.5442,0.5024,0.16,0.0, S 
9,0.5177,0.5137,0.16,0.0, S 
9,0.4971,0.554,0.17,0.0, S 
9,0.5182,0.5461,0.17,0.0, S 
9,0.5283,0.548,0.12,0.0, S 
9,0.9371,0.3401,0.12,0.0, S 
9,0.9111,0.3655,0.15,0.0, S 
9,0.8938,0.3548,0.15,0.0, S 
9,0.7743,0.4027,0.14,0.0, S 
9,0.7678,0.3992,0.15,0.0, S 
9,0.7387,0.4312,0.15,0.0, S 
9,0.776,0.3754,0.15,0.0, S 
9,0.7396,0.4225,0.14,0.0, S 
9,0.7279,0.4359,0.14,0.0, FB 
9,0.7073,0.4261,0.15,0.0, NA 
9,0.6953,0.4207,0.16,0.0, NA 
9,0.6964,0.4173,0.16,0.0, NA 
