 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5501,0.5326,0.17,0.38, NA 
1,0.5105,0.966,0.14,0.36, NA 
1,0.5573,0.5345,0.14,0.38, NA 
1,0.5825,0.5369,0.15,0.37, NA 
1,0.5794,0.49,0.15,0.37, NA 
1,0.5606,0.4092,0.16,0.37, NA 
2,0.5608,0.3586,0.15,0.36, NA 
2,0.559,0.3394,0.16,0.37, NA 
2,0.5338,0.3439,0.16,0.37, NA 
2,0.5274,0.3871,0.14,0.36, NA 
2,0.536,0.4354,0.16,0.38, NA 
2,0.541,0.3966,0.15,0.39, NA 
2,0.5285,0.3797,0.16,0.4, NA 
2,0.501,0.367,0.18,0.43, NA 
3,0.4817,0.2092,0.18,0.42, NA 
3,0.4722,0.1955,0.18,0.37, NA 
3,0.4599,0.1536,0.18,0.44, NA 
3,0.4578,0.5593,0.17,0.42, NA 
3,0.4836,0.5566,0.16,0.4, NA 
3,0.4893,0.5306,0.15,0.34, NA 
3,0.4734,0.7117,0.14,0.31, NA 
3,0.4768,0.7277,0.14,0.3, NA 
3,0.4821,0.7344,0.14,0.3, NA 
4,0.4745,0.7312,0.14,0.32, NA 
4,0.6073,0.9637,0.12,0.26, NA 
4,0.5575,0.3934,0.12,0.3, NA 
4,0.5822,0.4686,0.13,0.29, NA 
4,0.5547,0.3271,0.13,0.31, NA 
4,0.5404,0.2308,0.13,0.26, NA 
5,0.5598,0.1133,0.11,0.28, NA 
5,0.5732,0.2091,0.13,0.28, NA 
5,0.5516,0.2123,0.14,0.3, NA 
5,0.5109,0.278,0.14,0.34, NA 
5,0.5017,0.3032,0.14,0.32, NA 
5,0.5448,0.4427,0.14,0.34, NA 
5,0.539,0.4391,0.13,0.35, NA 
5,0.5706,0.4624,0.14,0.37, NA 
5,0.5548,0.446,0.15,0.37, NA 
6,0.5496,0.4111,0.15,0.36, NA 
6,0.5357,0.2849,0.16,0.35, NA 
6,0.5375,0.3263,0.16,0.35, NA 
6,0.5357,0.3299,0.16,0.37, NA 
6,0.5243,0.7073,0.16,0.39, NA 
6,0.5279,0.6603,0.16,0.36, NA 
6,0.5231,0.6334,0.14,0.34, NA 
6,0.5446,0.6574,0.14,0.35, NA 
6,0.5239,0.622,0.13,0.32, NA 
6,0.5128,0.599,0.12,0.24, NA 
7,0.5487,0.3312,0.12,0.25, NA 
7,0.5414,0.2627,0.13,0.26, NA 
7,0.5534,0.2713,0.13,0.25, NA 
7,0.5423,0.2905,0.14,0.25, NA 
7,0.5479,0.2802,0.14,0.29, NA 
7,0.5552,0.2803,0.15,0.3, NA 
7,0.5614,0.2832,0.16,0.32, NA 
7,0.5637,0.2869,0.16,0.38, NA 
7,0.5645,0.2904,0.16,0.38, NA 
7,0.5609,0.2926,0.17,0.38, NA 
7,0.5522,0.2902,0.17,0.38, NA 
8,0.5525,0.3233,0.16,0.37, NA 
8,0.5609,0.3534,0.16,0.38, NA 
8,0.5565,0.3748,0.17,0.42, NA 
8,0.5564,0.382,0.17,0.42, NA 
8,0.5582,0.3889,0.17,0.43, NA 
8,0.5572,0.3902,0.17,0.43, NA 
8,0.6017,0.3463,0.16,0.4, NA 
8,0.5805,0.3951,0.15,0.41, NA 
8,0.5985,0.4595,0.14,0.46, NA 
9,0.596,0.4735,0.16,0.41, NA 
9,0.5792,0.5042,0.16,0.42, NA 
9,0.5657,0.4372,0.16,0.37, NA 
9,0.5555,0.501,0.16,0.41, NA 
9,0.548,0.5012,0.17,0.4, NA 
9,0.5698,0.4911,0.16,0.4, NA 
9,0.5627,0.4416,0.16,0.42, NA 
