 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.5673,0.4428,0.2,0.19, NA 
1,0.5637,0.4466,0.21,0.19, NA 
1,0.5531,0.449,0.21,0.18, FEx0.573y0.449d0.369 
1,0.5667,0.4506,0.33,0.22, FB 
1,0.5791,0.4515,0.33,0.22, NA 
1,0.5847,0.4521,0.33,0.22, NA 
1,0.5892,0.454,0.29,0.22, NA 
1,0.5905,0.4567,0.28,0.22, NA 
1,0.5912,0.4584,0.29,0.22, NA 
1,0.5922,0.4588,0.29,0.22, NA 
1,0.5908,0.458,0.25,0.22, NA 
1,0.5897,0.4578,0.25,0.22, NA 
1,0.5893,0.4584,0.25,0.22, NA 
1,0.5891,0.4592,0.25,0.22, NA 
1,0.5883,0.4591,0.24,0.22, NA 
1,0.5884,0.4571,0.29,0.22, NA 
1,0.6038,0.4651,0.22,0.2, FEx0.587y0.456d0.261 
1,0.6088,0.4689,0.22,0.21, FB 
1,0.6118,0.4652,0.23,0.2, NA 
1,0.618,0.4606,0.23,0.2, NA 
1,0.6191,0.4557,0.25,0.19, NA 
1,0.6168,0.4536,0.25,0.19, NA 
1,0.6153,0.4518,0.26,0.19, NA 
1,0.6152,0.4514,0.25,0.19, NA 
1,0.6152,0.4499,0.26,0.18, NA 
1,0.6141,0.4537,0.21,0.2, NA 
1,0.6143,0.4576,0.21,0.2, NA 
1,0.6135,0.4608,0.21,0.2, NA 
1,0.6129,0.462,0.21,0.2, NA 
1,0.6131,0.4639,0.21,0.2, NA 
1,0.6147,0.4608,0.26,0.23, NA 
1,0.6151,0.4578,0.26,0.23, NA 
1,0.6159,0.4567,0.26,0.23, NA 
1,0.6154,0.4533,0.26,0.24, NA 
1,0.6147,0.4501,0.26,0.23, NA 
1,0.6176,0.4487,0.29,0.22, NA 
1,0.6201,0.4472,0.29,0.22, NA 
1,0.6219,0.4471,0.29,0.22, NA 
1,0.6233,0.4468,0.29,0.22, NA 
1,0.6243,0.4459,0.29,0.22, NA 
1,0.6248,0.4462,0.33,0.23, NA 
1,0.6255,0.4463,0.33,0.23, NA 
1,0.5679,0.5017,0.25,0.1, FEx0.617y0.455d0.510 
1,0.4344,0.4908,0.41,0.31, S 
1,0.3255,0.4919,0.38,0.91, S 
1,0.3255,0.4919,0.41,0.3, S 
1,0.3494,0.4829,0.35,0.3, S 
1,0.3411,0.478,0.35,0.3, FB 
1,0.3388,0.5036,0.38,0.27, NA 
1,0.3466,0.5043,0.38,0.24, NA 
1,0.3523,0.4988,0.34,0.26, NA 
2,0.3549,0.4918,0.38,0.27, NA 
2,0.3544,0.4905,0.41,0.29, NA 
