 Timestamp , Gazepoint X , Gazepoint Y , Pupil area (right) sq mm , Pupil area (left) sq mm , Eye event 
1,0.661,0.3307,0.47,0.32, FB 
1,0.6387,0.3144,0.46,0.3, NA 
1,0.6046,0.2955,0.48,0.34, FEx0.650y0.323d0.055 
1,0.5905,0.2836,0.48,0.35, FB 
1,0.5754,0.2802,0.51,0.32, NA 
1,0.5651,0.284,0.51,0.32, NA 
1,0.5536,0.2871,0.54,0.33, FEx0.577y0.283d0.070 
1,0.5481,0.2851,0.54,0.34, FB 
1,0.5304,0.2765,0.49,0.28, NA 
1,0.5187,0.2719,0.48,0.29, NA 
1,0.5136,0.2626,0.53,0.29, NA 
1,0.5684,0.2432,0.51,0.32, FEx0.528y0.274d0.089 
1,0.6147,0.1952,0.51,0.32, S 
1,0.6464,0.1921,0.49,0.3, S 
1,0.6457,0.2009,0.47,0.3, FB 
1,0.6305,0.2164,0.48,0.32, NA 
1,0.6538,0.2332,0.48,0.33, FEx0.638y0.209d0.053 
1,0.6676,0.2365,0.49,0.33, S 
1,0.6767,0.2473,0.49,0.37, S 
1,0.6762,0.2623,0.49,0.37, S 
1,0.6845,0.2732,0.47,0.3, FB 
1,0.6878,0.2778,0.48,0.3, NA 
1,0.689,0.298,0.46,0.36, FEx0.686y0.276d0.048 
1,0.6918,0.3137,0.46,0.36, FB 
1,0.687,0.3271,0.47,0.36, FEx0.692y0.314d0.025 
1,0.6888,0.341,0.46,0.36, S 
1,0.6821,0.4288,0.48,0.31, S 
1,0.6437,0.4021,0.6,0.4, S 
1,0.6371,0.4254,0.51,0.4, S 
1,0.6089,0.4456,0.5,0.39, S 
1,0.6038,0.4475,0.49,0.37, S 
1,0.6125,0.4559,0.51,0.33, S 
1,0.6165,0.4638,0.45,0.15, BE 
1,0.6342,0.3854,0.53,0.37, S 
1,0.6269,0.4015,0.49,0.34, S 
1,0.6242,0.4106,0.48,0.36, S 
1,0.5953,0.4121,0.47,0.34, S 
1,0.5981,0.4011,0.47,0.36, FB 
2,0.5991,0.4039,0.44,0.33, NA 
2,0.5615,0.4053,0.46,0.35, NA 
2,0.5617,0.4244,0.45,0.34, NA 
2,0.5661,0.4315,0.46,0.34, NA 
2,0.5696,0.4303,0.46,0.34, NA 
2,0.6441,0.3806,0.49,0.34, FEx0.576y0.416d0.214 
2,0.6682,0.3655,0.46,0.32, S 
2,0.6509,0.3797,0.45,0.31, FB 
2,0.6477,0.3801,0.43,0.3, NA 
2,0.655,0.3771,0.43,0.31, NA 
2,0.6597,0.3738,0.43,0.32, NA 
2,0.6626,0.3728,0.42,0.3, NA 
2,0.6624,0.3739,0.42,0.3, NA 
2,0.662,0.3766,0.41,0.3, NA 
2,0.6624,0.3773,0.42,0.3, NA 
2,0.6604,0.3794,0.41,0.3, NA 
2,0.6573,0.3798,0.41,0.3, NA 
2,0.6566,0.3802,0.38,0.29, NA 
2,0.6543,0.377,0.39,0.29, NA 
2,0.6429,0.4116,0.43,0.31, FEx0.658y0.377d0.302 
2,0.6403,0.4449,0.48,0.29, S 
2,0.4598,0.4636,0.5,0.28, FB 
2,0.4773,0.4207,0.49,0.32, FEx0.460y0.464d0.040 
2,0.4982,0.4576,0.48,0.3, S 
2,0.5043,0.4682,0.49,0.29, S 
2,0.5379,0.483,0.46,0.33, S 
2,0.5593,0.4718,0.46,0.32, S 
2,0.5644,0.4597,0.45,0.31, S 
3,0.4311,0.4378,0.52,0.28, S 
3,0.426,0.4683,0.52,0.3, FB 
3,0.4426,0.4594,0.51,0.27, NA 
3,0.4415,0.4813,0.47,0.27, FEx0.434y0.464d0.127 
3,0.4629,0.4721,0.46,0.26, S 
3,0.3266,0.3611,0.48,0.25, S 
3,0.3567,0.3461,0.46,0.26, S 
3,0.3634,0.3369,0.54,0.27, S 
3,0.3673,0.3214,0.43,0.32, S 
3,0.6387,0.37,0.45,0.34, S 
4,0.6328,0.3414,0.41,0.31, S 
4,0.7117,0.3118,0.38,0.26, S 
4,0.5846,0.3956,0.41,0.35, S 
4,0.5687,0.4156,0.45,0.33, S 
